Time,Row,Col,Detected_radius,R_median,G_median,B_median,A_star_median,A_star_reference_mean,A_star_reference_std,A_star_mean_all,A_star_std_dev_all,A_star_scale_factor,A_star_offset,A_star_median_normalized
40,0,5,30,114.0,115.0,177.0,143.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
40,0,6,30,109.0,110.0,171.0,143.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
40,0,7,31,107.0,106.0,166.0,143.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
40,0,8,30,108.0,109.0,167.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,0,9,30,115.0,118.0,169.0,139.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,139.0
40,1,0,31,127.0,132.0,199.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,1,1,29,119.0,119.0,193.0,146.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,146.0
40,1,2,30,116.0,116.0,189.0,146.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,146.0
40,1,3,30,113.0,113.0,184.0,146.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,146.0
40,1,4,29,110.0,109.0,182.0,147.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,147.0
40,1,5,30,107.0,105.0,173.0,146.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,146.0
40,1,6,31,103.0,102.0,167.0,145.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,145.0
40,1,7,30,99.0,98.0,165.0,145.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,145.0
40,1,8,29,107.0,108.0,165.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,1,9,31,113.0,114.0,170.0,141.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,141.0
40,2,0,30,126.0,130.0,194.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,2,1,30,122.0,119.0,187.0,145.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,145.0
40,2,2,32,124.0,121.0,177.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,2,3,30,114.0,113.0,179.0,145.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,145.0
40,2,4,31,111.0,109.0,175.0,145.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,145.0
40,2,5,31,108.0,106.0,170.0,144.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,144.0
40,2,6,32,106.0,104.0,167.0,144.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,144.0
40,2,7,30,104.0,103.0,166.0,144.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,144.0
